;USAF;STATION NAME;LAT;LON;ELEV(M);BEGIN;END;REGION
878;277030;KALUGA;54.55;36.367;198.8;19320101;20201118;Калужская обл.
879;277070;SUHINICHI;54.1;35.35;238.0;19590101;20201118;Калужская обл.
880;277190;TULA;54.233000000000004;37.617;203.0;19590101;20201118;Тульская обл.
881;277290;MIHAJLOV;54.233000000000004;39.033;166.0;19590101;20050913;Рязанская обл.
882;277300;RYAZAN';54.633;39.7;158.0;19940802;20201118;Рязанская обл.
883;277310;RJAZAN';54.617;39.717;170.0;19460308;20041113;Рязанская обл.
884;277360;SILOVO;54.3;40.883;99.0;19590101;19840604;Рязанская обл.
885;277450;SASOVO;54.35;41.967;115.0;20120125;20201118;Рязанская обл.
886;277520;TEMNIKOV;54.633;43.233000000000004;139.0;19590101;20201118;Мордовия
887;277560;KRASNOSLOBODSK;54.433;43.766999999999996;188.0;20120328;20201118;Мордовия
888;277580;TORBEEVO;54.083;43.25;198.0;19590101;19780801;Мордовия
889;277600;SARANSK;54.133;45.233000000000004;201.0;19590101;20201118;Мордовия
890;277620;POCHINKI;54.7;44.867;137.0;19590101;19630927;Нижегородская обл.
891;277760;SURSKOE;54.483000000000004;46.7;100.0;19590101;20201118;Ульяновская обл.
892;277820;STARYYE ALGASHI;54.7;47.533;188.0;19740821;19800115;Татарстан
893;277850;ULYANOVSK;54.276;48.243;141.0;20050101;20201118;Ульяновская обл.
894;277860;ULYANOVSK;54.317;48.333;129.0;19480102;20130430;Ульяновская обл.
895;277870;ANNENKOVO;54.1;47.333;192.0;19620619;20030817;Ульяновская обл.
896;277990;DIMITROVGRAD;54.233000000000004;49.6;73.0;19611208;20201118;Ульяновская обл.
897;278150;CERN';53.45;36.883;229.0;19320101;19780615;Тульская обл.
898;278170;MCENSK;53.383;36.533;201.0;19910911;20201118;Тульская обл.
899;278210;UZLOVAJA;54.0;38.133;231.0;20031011;20201118;Тульская обл.
900;278230;PAVELETS;53.783;39.25;209.0;19460306;20201118;Рязанская обл.
901;278240;MALEVKA;53.6;38.25;219.0;19590103;19621225;Тульская обл.
902;278350;RJAZSK;53.717;40.117;127.0;19881108;20201118;Рязанская обл.
903;278480;MORSANSK;53.45;41.8;142.0;19590101;20201118;Тамбовская обл.
904;278530;NAROVCAT;53.867;43.683;148.0;19590101;20030719;Пензенская обл.
905;278570;ZAMETCHINO;53.483000000000004;42.633;131.0;19320101;20201118;Пензенская обл.
906;278580;PACELMA;53.333;43.317;261.0;19590101;20201118;Пензенская обл.
907;278610;INSAR;53.867;44.367;165.0;19590101;19630829;Мордовия
908;278720;INZA;53.85;46.417;175.4;19570701;20201118;Ульяновская обл.
909;278880;BEZVODOVKA;53.5;47.95;263.0;19590101;20010919;Ульяновская обл.
910;278900;SENGILEJ;53.967;48.766999999999996;61.0;19620902;19880825;Ульяновская обл.
911;278940;NOVODEVIC'E;53.6;48.833;143.0;19620621;20201118;Самарская обл.
912;279060;OREL;52.933;36.0;196.0;19460102;20201118;Орловская обл.
913;279210;EFREMOV;53.15;38.117;215.0;19590101;20201118;Тульская обл.
914;279280;ELEC;52.633;38.516999999999996;168.0;19480101;20201118;Липецкая обл.
915;279300;LIPETSK ARPT;52.703;39.538000000000004;178.9;19590101;20201118;Липецкая обл.
916;279350;MICURINSK;52.883;40.483000000000004;158.0;19361231;20201118;Тамбовская обл.
917;279470;TAMBOV;52.8;41.333;128.0;19570701;20201118;Тамбовская обл.
918;279550;BELINSKIY;52.967;43.4;205.7;19740820;20201118;Пензенская обл.
919;279570;KIRSANOV;52.667;42.717;169.0;19460306;20201118;Тамбовская обл.
920;279620;PENZA;53.133;45.016999999999996;174.0;19320101;20201118;Пензенская обл.
921;279621;VOSTOCHNY;54.401;48.803000000000004;76.8;20040713;20201118;Ульяновская обл.
922;279622;CHEBOKSARY;56.09;47.347;170.1;20080825;20201118;Чувашия
923;279720;RADISHCHEVO;53.05;46.433;252.6;20120229;20201118;Пензенская обл.
924;279730;KUZNECK;53.1;46.6;270.0;19590101;20030302;Пензенская обл.
925;279810;KANADEY;53.15;47.516999999999996;98.9;20120229;20201118;Ульяновская обл.
926;279830;SYZRAN';53.183;48.4;103.0;19590101;20201118;Самарская обл.
927;279870;KADYSHEVKA;52.683;47.167;167.0;19620601;19630326;Ульяновская обл.
928;279950;SAMARA (BEZENCHUK);52.983000000000004;49.433;46.0;19320102;20201118;Самарская обл.
929;279980;APPROXIMATE LOCALE;52.633;49.217;46.0;19740822;19800115;Самарская обл.
930;280090;KIRS;59.35;52.25;168.0;19550101;20201118;Кировская обл.
931;280130;KOSA;59.95;55.016999999999996;183.0;19740820;19950524;Пермский край
932;280160;KOCEVO;59.633;54.3;174.0;19590101;20030625;Пермский край
933;280260;SOLIKAMSK;59.65;56.8;180.0;19530216;20020625;Пермский край
934;280280;BEREZNIKI;59.55;56.833;223.0;19740820;20040829;Пермский край
935;280330;KARPINSK;59.75;60.016999999999996;228.0;19740820;19890823;Свердловская обл.
936;280350;SOSNOVKA;59.55;58.917;421.0;19590103;19631223;Свердловская обл.
937;280360;KYTLYM;59.5;59.2;411.0;19860601;20020505;Свердловская обл.
938;280380;RASTES-IN-SVERDLOV;59.433;58.75;457.0;19740821;20060102;Свердловская обл.
939;280440;SEROV;59.6;60.533;130.0;19320101;20201118;Свердловская обл.
940;280490;GARI;59.433;62.333;131.0;19530216;20201118;Свердловская обл.
941;280640;LEUSI;59.617;65.717;72.0;19530216;20201118;ХМАО – Югра
942;280660;KONDINSKOJE;59.667;67.417;41.0;19530216;20011121;ХМАО – Югра
943;280760;DEM'JANSKOE;59.6;69.283;57.0;19530216;20201118;Тюменская обл.
944;280870;LIMKOYEVSKIYE;59.533;70.417;50.0;19570701;20051016;Тюменская обл.
945;280970;TAUROVO;59.583;73.283;60.3;19730809;20201118;ХМАО – Югра
946;280980;TAYLAKOVY;59.25;73.967;80.0;19690101;19740720;ХМАО – Югра
947;281160;KUDYMKAR;58.983000000000004;54.65;186.0;19460309;20201118;Пермский край
948;281280;CERMOZ;58.766999999999996;56.2;123.0;19610806;20090414;Пермский край
949;281310;KIZEL;59.033;57.567;316.0;19460309;19970713;Пермский край
950;281340;GUBAKHA;58.867;57.783;304.0;19920301;20040915;Пермский край
951;281350;SREDNJAJA US'VA;58.983000000000004;58.917;457.0;19740820;19950821;Пермский край
952;281380;BISER;58.516999999999996;58.85;463.0;19590101;20201118;Пермский край
953;281430;SOSVA;59.167;61.833;80.0;19590101;19890605;Свердловская обл.
954;281440;VERHOTUR'E;58.867;60.783;125.0;19590101;20201118;Свердловская обл.
955;281550;NOSOVA-IN-SVERDLOV;58.967;63.766999999999996;61.0;19591201;19800212;Свердловская обл.
956;281580;TABORY;58.516999999999996;64.55;73.0;19850701;20010128;Свердловская обл.
957;281650;KUMINSKAYA;58.717;66.083;81.2;19730101;20201118;ХМАО – Югра
958;281720;UVAT;59.15;68.917;41.0;19530216;19950923;Тюменская обл.
959;282120;SEVERNY KOMMUNAR;58.383;54.033;152.0;19850615;19890827;Пермский край
960;282130;SIVA-IN-PERM;58.4;54.383;172.0;19740820;19790207;Пермский край
961;282140;GLAZOV;58.133;52.583;169.0;19470506;20201118;Удмуртия
962;282160;VERESCAGINO;58.083;54.683;226.0;19590101;20180717;Пермский край
963;282240;PERM';58.0;56.333;170.9;20040713;20201118;Пермский край
964;282250;BOLSHOYE SAVINO;57.915;56.021;123.1;19320101;20201118;Пермский край
965;282330;KUSVA;58.3;59.75;268.0;19740820;19930222;Свердловская обл.
966;282340;LYS'VA;58.117;57.783;226.0;19610813;20080116;Пермский край
967;282380;KYN;57.833;58.65;245.0;19930202;20110910;Пермский край
968;282400;NIZHNYJ TAGIL;57.883;60.067;260.0;19460309;20201118;Свердловская обл.
969;282440;VERHNJAJA SALDA;58.05;60.567;200.0;19610803;20020623;Свердловская обл.
970;282480;ALAPAEVSK;57.867;61.7;130.0;19530216;19970428;Свердловская обл.
971;282550;TURINSK;58.05;63.683;103.0;19460314;20170726;Свердловская обл.
972;282570;IRBIT;57.817;63.05;79.9;19600301;19631206;Свердловская обл.
973;282640;TAVDA BELYJAR;58.05;65.35;59.0;19600212;20030222;Свердловская обл.
974;282750;TOBOL'SK;58.15;68.25;50.0;19320101;20201118;Тюменская обл.
975;282780;VAGAY RIVER;57.917;69.033;100.0;19690101;19971223;Тюменская обл.
976;283020;UNI;57.75;51.5;183.0;19590101;20020809;Кировская обл.
977;283070;URZUM;57.117;50.0;165.0;19590101;19631230;Кировская обл.
978;283090;BOLSHOY KIYAIK;57.05;52.65;185.0;19590101;19631212;Удмуртия
979;283120;DEBESSI-IN-UDMURT;57.65;53.817;192.0;19590103;20010724;Удмуртия
980;283190;NOZOVKA;57.083;54.75;131.0;19460309;20201118;Пермский край
981;283210;OHANSK;57.717;55.383;163.0;19470219;20201118;Пермский край
982;283240;OSA;57.283;55.433;98.0;19610806;20071027;Пермский край
983;283260;KUNGUR;57.417;56.933;150.0;19600301;20071218;Пермский край
984;283330;VISIM;57.65;59.5;314.0;19600630;19940703;Свердловская обл.
985;283340;SAMARY;57.35;58.217;244.0;19530216;20201118;Свердловская обл.
986;283390;KUZINO-IN-SVERDLOV;57.016999999999996;59.433;333.0;19600625;20021205;Свердловская обл.
987;283440;NEVJANSK;57.533;60.217;277.0;19590103;19940817;Свердловская обл.
988;283450;LIPOVSKOYE;57.45;61.15;207.0;20010922;20010922;Свердловская обл.
989;283460;ARTEMOVSIJ;57.367;61.917;154.0;19590102;19940712;Свердловская обл.
990;283510;IRBIT;57.683;63.05;76.0;19740820;19950208;Свердловская обл.
991;283520;KRASNO-POLYANSKOYE;57.533;63.65;85.0;19740821;19890721;Свердловская обл.
992;283590;TUGULYM;57.067;64.667;90.0;19610801;20021204;Свердловская обл.
993;283660;JARKOVO;57.417;67.083;52.1;19530216;20201118;Тюменская обл.
994;283670;TYUMEN';57.117;65.433;102.0;19320101;20201118;Тюменская обл.
995;283820;UST'-ISIM;57.683;71.183;62.0;19480101;20201118;Омская обл.
996;283830;TEVRIZ;57.516999999999996;72.4;67.0;19480101;20180715;Омская обл.
997;283960;VASISS-IN-OM;57.367;74.75;101.0;19530216;20040328;Омская обл.
998;284020;KILMEZ-IN-KIROV;56.95;51.067;100.0;19730106;20031009;Кировская обл.
999;284040;SAVALS;56.533;50.633;107.9;19550101;19551231;Кировская обл.
1000;284090;MOZGA;56.433;52.2;169.0;19590101;19840627;Удмуртия
1001;284110;IZHEVSK;56.833;53.45;159.0;19570701;20201118;Удмуртия
1002;284130;DUBROVA;57.0;54.55;76.0;19740820;20080116;Пермский край
1003;284180;SARAPUL;56.467;53.733000000000004;133.0;19611223;20201118;Удмуртия
1004;284190;JANAUL;56.283;54.967;99.4;19460309;20050629;Башкортостан
1005;284210;BARDA;56.917;55.6;133.0;19601005;20010621;Пермский край
1006;284230;NIZHNYAYA IRGA;56.867;57.433;229.0;19630610;19881117;Свердловская обл.
1007;284260;CHAD-IN-PERM;56.516999999999996;57.266999999999996;319.0;19590101;19780924;Пермский край
1008;284280;CERNUSKA;56.5;56.133;148.0;19590101;20180717;Пермский край
1009;284290;OKTJABRSKI;56.516999999999996;57.2;229.0;19740910;20090128;Пермский край
1010;284300;REVDA;56.817;59.95;325.0;19590101;20011225;Свердловская обл.
1011;284320;BISERT;56.867;59.067;303.0;19610902;20020629;Свердловская обл.
1012;284330;DRUZININO;56.8;59.533;345.0;19590102;20011029;Свердловская обл.
1013;284340;KRASNOUFIMSK;56.65;57.783;206.0;19460401;20201118;Свердловская обл.
1014;284370;SYZGI;56.5;57.833;229.0;19740821;20020429;Свердловская обл.
1015;284380;ARTI;56.433;58.55;305.0;19740820;20050904;Свердловская обл.
1016;284400;KOLTSOVO;56.743;60.803000000000004;232.9;19320101;20201118;Свердловская обл.
1017;284430;BOGDANOVICH;56.783;62.067;159.0;19740820;19990925;Свердловская обл.
1018;284440;SVERDLOVSKY/KOLTSOV;56.733000000000004;60.817;236.0;19600217;19881009;Свердловская обл.
1019;284450;EKATERINBURG (VERHNEE DUBROVO;56.733000000000004;61.067;290.0;19891004;19980306;Свердловская обл.
1020;284480;SYSERT;56.516999999999996;60.833;266.0;19600229;20020523;Свердловская обл.
1021;284490;KAMENSK-URALSKIJ;56.433;61.867;171.0;19530216;19930714;Свердловская обл.
1022;284510;KAMYSLOV;56.85;62.717;127.0;19480101;20180725;Свердловская обл.
1023;284550;BUTKA;56.717;63.766999999999996;106.0;19920204;19980720;Свердловская обл.
1024;284560;SATROVO;56.516999999999996;64.65;114.0;19590101;19940909;Курганская обл.
1025;284570;KATAJSK;56.3;62.6;152.0;19590101;19961106;Курганская обл.
1026;284650;JALTUROVOSK;56.683;66.35;61.0;19530216;20201118;Тюменская обл.
1027;284690;VAGAJ;56.483000000000004;67.3;131.0;19480101;19891030;Тюменская обл.
1028;284780;GOLYSMANOVO;56.383;68.383;122.0;19890101;19960313;Тюменская обл.
1029;284810;VIKULOVO;56.817;70.617;78.0;19480101;20201118;Тюменская обл.
1030;284910;BOL'SIE UKI;56.933;72.667;87.0;19550101;20201118;Омская обл.
1031;284930;TARA;56.9;74.383;73.0;19320101;20201118;Омская обл.
1032;284935;YEMELYANOVO;56.173;92.493;287.1;19990114;20201118;Красноярский край
1033;284980;KOLOSOVKA;56.45;73.65;98.0;19600104;20030215;Омская обл.
1034;285020;VJATSKIE POLJANY;56.233000000000004;51.033;83.0;19590101;20201118;Кировская обл.
1035;285060;ELABUGA;55.766999999999996;52.067;91.0;19460101;20201118;Татарстан
1036;285170;MENZELINSK;55.717;53.067;112.0;20050828;20201118;Татарстан
1037;285220;ASKINO;56.11;56.574;206.5;20050629;20201118;Башкортостан
1038;285260;KARAIDELSKI;55.817;57.083;200.0;19590101;20050514;Башкортостан
1039;285330;NTAZEPETROVSK;56.05;59.583;320.0;19460309;20050412;Челябинская обл.
1040;285350;KARLJHANOVO;55.95;58.667;231.0;19590101;20030702;Башкортостан
1041;285370;DUVAN;55.7;57.9;338.0;19530216;20160718;Башкортостан
1042;285410;VERHNIJ UFALEJ;56.083;60.3;399.0;19590101;20201118;Челябинская обл.
1043;285450;BOLSHAY KUYASH;55.833;61.1;229.0;19850701;20020814;Челябинская обл.
1044;285460;TAKHTALYM;55.933;61.766999999999996;117.0;19740820;20010815;Челябинская обл.
1045;285480;ARGAJAS;55.516999999999996;60.917;254.0;19590101;20030922;Челябинская обл.
1046;285490;BRODOKALMAK;55.583;62.067;158.0;19590101;19950330;Челябинская обл.
1047;285520;SADRINSK;56.067;63.65;89.0;19460311;20201118;Курганская обл.
1048;285610;TEBENJAKSKOE;56.167;65.45;61.0;19620618;19990727;Курганская обл.
1049;285660;MOKROUSOVO;55.817;66.783;115.0;19530216;20030207;Курганская обл.
1050;285730;ISHIM;56.1;69.433;82.0;19480101;20201118;Тюменская обл.
1051;285740;BERDYUZHYE;55.8;68.317;129.0;19730101;20031226;Тюменская обл.
1052;285810;KAMJSENKA;56.15;70.65;122.0;19890101;19970225;Тюменская обл.
1053;285860;TJUKALINSK;55.867;72.2;118.0;19480101;20180725;Омская обл.
1054;285870;SLADKOV;55.533;70.317;134.0;19890101;19950922;Тюменская обл.
1055;285880;NAZYVOEVSK;55.567;71.367;126.0;19530216;20180723;Омская обл.
1056;285930;BOL'SHERECH'E;56.1;74.633;77.0;19480101;20201118;Омская обл.
1057;285980;SARGATSKOE;55.6;73.483;81.0;19530216;20160330;Омская обл.
1058;286010;CISTOPOL';55.317;50.617;179.0;19590102;19991124;Татарстан
1059;286110;MUSLJUMOVO;55.317;53.2;80.0;19620501;20020724;Татарстан
1060;286120;MUSLJUMOVO;55.317;53.183;79.0;20120125;20201118;Татарстан
1061;286130;DYURTYULI;55.483000000000004;54.867;155.0;19850701;20040919;Башкортостан
