;USAF;STATION NAME;LAT;LON;ELEV(M);BEGIN;END;REGION
559;248170;ERBOGACEN;61.266999999999996;108.01700000000001;291.0;19370102;20201118;Иркутская обл.
560;248260;DOROZHNYJ;61.617;114.617;353.7;19590101;20201118;Саха (Якутия)
561;248430;TONGULAH;61.917;124.55;199.1;19590101;20201118;Саха (Якутия)
562;248560;POKROVSK;61.483000000000004;129.15;115.0;19480101;20201118;Саха (Якутия)
563;248580;SINSKOYE-IN-YAKUT;61.133;126.8;122.0;19590101;19840810;Саха (Якутия)
564;248590;BROLOGYAKHATAT;61.283;128.933;118.0;19590101;20011213;Саха (Якутия)
565;248710;OHOTSKIJPEREVOZ;61.867;135.5;140.6;19590101;20201118;Саха (Якутия)
566;248780;ALLAH-JUN;61.133;137.983;613.0;19590101;19960910;Саха (Якутия)
567;248910;KULU;61.883;147.35;670.0;19590101;20050816;Магаданская обл.
568;248940;KOLYMSKAYA;61.85;147.667;838.8;20120530;20201118;Магаданская обл.
569;248980;UST' OMCHUG;61.117;149.63299999999995;574.5;19590101;20201118;Магаданская обл.
570;249080;VANAVARA;60.333;102.26700000000001;260.0;19570701;20201118;Красноярский край
571;249180;PREOBRAZHENKA;60.05;108.083;295.2;19570701;20201118;Иркутская обл.
572;249230;LENSK;60.717;114.883;234.0;19480101;20201118;Саха (Якутия)
573;249280;KOMAKA;60.266999999999996;111.73299999999999;298.6;19590101;20201118;Саха (Якутия)
574;249330;KILEER;60.95;119.3;249.3;19590101;20201118;Саха (Якутия)
575;249340;NJUJA;60.533;116.23299999999999;168.0;19331202;20010814;Саха (Якутия)
576;249440;OLEKMINSK;60.4;120.417;229.6;19311231;20201118;Саха (Якутия)
577;249460;SANI-YAKHTAT;60.6;124.03299999999999;139.0;19590101;19890919;Саха (Якутия)
578;249510;ISIT';60.817;125.31700000000001;118.0;19331202;20201118;Саха (Якутия)
579;249550;DOBROLET-IN-YAKUT;60.516999999999996;127.917;468.0;19590101;19800228;Саха (Якутия)
580;249590;JAKUTSK;62.016999999999996;129.717;101.0;19311231;20201118;Саха (Якутия)
581;249620;AMGA;60.9;131.983;146.0;19480101;20201118;Саха (Якутия)
582;249660;UST'-MAJYA;60.383;134.45;170.0;19331209;20201118;Саха (Якутия)
583;249670;TEGYULTYA;60.467;130.0;171.0;19590101;20201118;Саха (Якутия)
584;249750;YNYKVHAN;60.367;137.5;385.0;20120829;20141111;Саха (Якутия)
585;249820;UEGA;60.717;142.783;398.0;19541122;20201118;Хабаровский край
586;249880;ARKA;60.083;142.333;198.0;19480101;20201118;Хабаровский край
587;249940;NOVVY KHEYDZHAM;60.667;145.533;408.0;19621005;19630906;Хабаровский край
588;249950;APPROXIMATE LOCALE;60.516999999999996;148.2;305.0;19731004;19780301;Магаданская обл.
589;250020;KONDAKOVA;69.75;151.667;68.0;19620821;19631223;Саха (Якутия)
590;250170;ADRYUSKINO;69.167;154.5;16.0;19830401;20201118;Саха (Якутия)
591;250260;OSTROV SUKHARYYA;69.583;161.733;1.0;19610401;19630304;Саха (Якутия)
592;250340;BUHTA AMBARCIK;69.617;162.3;23.0;19480101;20201118;Саха (Якутия)
593;250420;AJON;69.917;167.967;13.7;19550305;20201118;Чукотский АО
594;250440;RAUCHUA;69.5;166.583;4.6;19550305;20201118;Чукотский АО
595;250510;PEVEK;69.783;170.597;3.4;19550305;20201118;Чукотский АО
596;250520;APAPELKHINO;69.75;170.6;4.0;19550305;20020507;Чукотский АО
597;250530;SHALAUROVA ISLAND;69.983;172.783;20.0;19590802;19630830;Чукотский АО
598;250550;KRASNOARMEJSKI;69.617;172.033;193.0;19570701;19931221;Чукотский АО
599;250560;APPROXIMATE LOCALE;69.5;174.0;0.0;19821101;20020901;Чукотский АО
600;250620;MYS BILLINGSA;69.883;175.767;3.0;19550305;20201118;Чукотский АО
601;250770;CAPE KJANGTOKJNMANK;69.217;179.36700000000005;7.0;19811101;19950419;Чукотский АО
602;251210;KOLYMSKAYA;68.733;158.717;12.0;19590101;20201118;Саха (Якутия)
603;251230;CHERSKIJ;68.75;161.283;28.0;19550305;20201118;Саха (Якутия)
604;251290;KONSTANTINOVSKAYA;68.15;161.167;8.4;20120731;20201118;Чукотский АО
605;251380;OSTROVNOE;68.117;164.167;94.0;19590101;20201118;Чукотский АО
606;251470;BILIBINO;68.05;166.45;279.5;20120731;20201118;Чукотский АО
607;251500;CAUNSKAJA BAY;68.9;170.667;6.0;19821101;20041025;Чукотский АО
608;251510;CHAUN;68.883;170.783;4.7;19590101;20201118;Чукотский АО
609;251730;MYS SHMIDTA;68.9;-179.63299999999995;3.0;19331203;20150318;Чукотский АО
610;251870;YULINU;68.333;177.717;4.0;19590901;19630923;Чукотский АО
611;252060;CREDNEKOLYMSK;67.45;153.717;21.0;19590101;20201118;Саха (Якутия)
612;252410;KEPERVEYEM;67.833;166.167;137.0;19731108;20020419;Чукотский АО
613;252480;ILIRNEJ;67.25;167.967;353.0;19590101;20201118;Чукотский АО
614;252730;IULTIN-IN-CHUKOT;67.867;-178.75;234.0;19590101;19890909;Чукотский АО
615;252820;MYS VANKAREM;67.833;-175.833;5.0;19550305;20201118;Чукотский АО
616;252860;KOLJUCINSKAJA BAY;66.833;-174.5;31.0;19550305;19940308;Чукотский АО
617;253250;UST'-OLOJ;66.55;159.417;127.0;19590101;20141112;Чукотский АО
618;253350;BAIMKA;66.533;164.283;286.3;19690331;20201118;Чукотский АО
619;253560;EN' MUVEEM;66.383;173.333;77.0;19590101;20201118;Чукотский АО
620;253720;AMGUJEMA;67.033;-178.917;138.0;19590101;20020830;Чукотский АО
621;253780;EGVEKINOT;66.35;-179.11700000000005;26.0;19460101;20201118;Чукотский АО
622;253920;ENURMINO;66.933;-171.833;20.0;19550305;19920509;Чукотский АО
623;253990;MYS UELEN;66.15;-169.833;3.0;19331203;20201118;Чукотский АО
624;254000;ZYRYANKA;65.733;150.9;43.0;19460101;20201118;Саха (Якутия)
625;254280;OMOLON;65.233;160.533;264.0;19590101;20201118;Чукотский АО
626;254340;KULYUKA;65.433;161.717;610.0;19730101;20020927;Чукотский АО
627;254480;EREPOL;65.267;168.667;197.0;19860501;19940522;Чукотский АО
628;254490;EREPOL;65.267;168.667;125.0;19590101;19890109;Чукотский АО
629;254560;UST BELAYA;65.483;173.3;23.0;19590101;19810531;Чукотский АО
630;254690;KANCHALAN;65.183;176.767;18.5;19590101;20201118;Чукотский АО
631;254930;RATMANOVA ISLAND;65.783;-169.083;39.0;19460405;19930510;Чукотский АО
632;254960;LAVRENTIJA;65.55;-171.033;9.0;19591212;20020129;Чукотский АО
633;255030;KORKODON;64.75;153.967;98.0;19590101;20201118;Магаданская обл.
634;255260;KRESTIK;64.1;161.033;373.0;19590101;19780119;Магаданская обл.
635;255380;VERHNEE PENZINO;64.217;164.233;326.0;19590101;20161231;Камчатский край
636;255510;MARKOVO;64.683;170.417;26.0;19460102;20201118;Чукотский АО
637;255520;PEVEK;69.7;170.283;3.0;20040810;20081231;Чукотский АО
638;255610;TANYURER;64.867;174.417;8.0;19460103;20201116;Чукотский АО
639;255630;UGOLNY;64.735;177.74099999999999;59.1;19331201;20201118;Чукотский АО
640;255680;YARANGI-IN-CHUKOT;64.183;176.417;12.0;19590101;20020314;Чукотский АО
641;255940;PROVIDENIYA BAY;64.378;-173.243;21.9;19470502;20201118;Чукотский АО
642;255950;CHAYBUKHA;61.95;160.417;1.0;19460102;20050915;Магаданская обл.
643;256080;KANON-IN-MAGADAN;63.4;151.317;686.0;19590101;19770816;Магаданская обл.
644;256110;BALYGYCAN RIVER;64.0;154.167;145.0;19590101;19890225;Магаданская обл.
645;256210;KEDON;64.0;158.917;683.0;19590101;20001225;Магаданская обл.
646;256270;LABAZNAYA;63.3;158.5;709.0;19590101;20201118;Магаданская обл.
647;256480;SLAUTNOE;63.2;167.85;44.0;19550501;20201118;Камчатский край
648;256560;BEREZOVO;63.417;172.717;200.0;19590101;20000221;Чукотский АО
649;256770;BERINGOVSKAJA;63.016999999999996;179.283;82.0;19550305;20141112;Чукотский АО
650;257000;EL' GEN (SOVHOZ);62.8;150.667;312.4;19590101;20201118;Магаданская обл.
651;257010;KHATINNAKH;62.717;150.017;782.0;19471231;19831224;Магаданская обл.
652;257030;SEJMCHAN;62.917;152.417;205.0;19590101;20201118;Магаданская обл.
653;257050;SREDNIKAN;62.45;152.317;260.0;19590101;20201118;Магаданская обл.
654;257070;BOHAPCHA;62.1;150.683;348.8;19730313;20201118;Магаданская обл.
655;257150;OMSUKCHAN;62.516999999999996;155.8;499.8;19590101;20201118;Магаданская обл.
656;257440;KAMENSKOE;62.433;166.083;10.0;19550501;20090527;Камчатский край
657;257450;KAMENSKOE;62.483000000000004;166.217;40.0;20090801;20201118;Камчатский край
658;257670;HATYRKA;62.05;175.283;13.2;19550417;20141112;Чукотский АО
659;257770;BUHTA GAVRIILA;62.417;179.13299999999995;7.0;19360102;19780809;Чукотский АО
660;258020;STRELKA-IN-MAGADAN;61.883;152.4;583.0;19590101;20030618;Магаданская обл.
661;258080;TALATA;61.133;152.38299999999995;707.5;19590201;20201118;Магаданская обл.
662;258160;PESTRAYA DRESVA;61.533;156.7;7.0;19590101;19881009;Магаданская обл.
663;258200;EVENSK;61.917;159.217;11.8;20120530;20201118;Магаданская обл.
664;258210;NAJAHAN;61.917;158.983;23.0;19370212;20020428;Магаданская обл.
665;258220;GIZIGA;62.05;160.5;2.0;19590101;20020503;Магаданская обл.
666;258580;VATYNA;61.233000000000004;172.38299999999995;15.0;19630404;19870519;Камчатский край
667;259020;ATKA;60.85;151.767;901.0;19590101;20041002;Магаданская обл.
668;259040;MADAUN;60.6;150.7;521.9;19590101;20201118;Магаданская обл.
669;259070;PALATKA;60.1;151.0;347.0;19590101;19771125;Магаданская обл.
670;259120;MAGADAN NW;59.917;150.717;254.0;19590101;19790221;Магаданская обл.
671;259130;SOKOL;59.911;150.72;175.0;19451231;20201118;Магаданская обл.
672;259140;NAGAJEVA BAY;59.483000000000004;150.5;6.0;19370101;19951125;Магаданская обл.
673;259150;OLA;59.617;151.333;4.0;19590101;19800220;Магаданская обл.
674;259160;ALEVINA (MYS);58.833;151.35;65.1;19620501;20201118;Магаданская обл.
675;259170;ZAVYALOVA ISLAND;59.0;150.467;221.0;19590101;19820616;Магаданская обл.
676;259180;DYUGUDYAKH;59.117;152.333;15.0;19621201;19630314;Магаданская обл.
677;259190;BRAT' EV (MYS);59.1;153.333;12.9;19630608;20201118;Магаданская обл.
678;259220;SHELIHOVA;60.717;155.88299999999995;33.3;19611201;20201118;Магаданская обл.
679;259270;BROHOVO;59.65;154.267;5.0;19590101;20201118;Магаданская обл.
680;259320;TAJGONOS;60.683;160.4;30.0;19590101;20130917;Магаданская обл.
681;259410;CHEMURNAUT;60.733000000000004;163.017;14.0;19550501;20201111;Камчатский край
682;259540;KORF;61.35;166.0;3.6;19370101;20120731;Камчатский край
683;259550;YEMET;60.583;168.15;7.0;19750808;20010908;Камчатский край
684;259560;APUKA;60.433;169.667;5.0;19530216;20201118;Камчатский край
685;259640;TOPATA-OLYUTORSKAYA;60.55;171.083;12.0;19550501;19890723;Камчатский край
686;260590;KINGISEPP;59.367;28.6;19.0;19480101;20201118;Ленинградская обл.
687;260600;LOMONOSOV;59.917;29.767;2.0;19881002;20050801;Санкт-Петербург
688;260630;PULKOVO;59.8;30.263;24.1;19310401;20201118;Санкт-Петербург
689;260635;SMOLNAYA;59.983000000000004;30.583000000000002;18.0;19730101;19890315;Ленинградская обл.
690;260636;ST. PETERSBURG;59.967;30.3;4.0;19880621;19901128;Санкт-Петербург
691;260640;BEGUNITSY;59.583;29.316999999999997;160.0;19590809;19960426;Ленинградская обл.
692;260660;PUSKIN;59.733000000000004;30.416999999999998;63.0;20011108;20020322;Санкт-Петербург
693;260670;VOLOSOVO;59.433;29.5;129.0;19590101;20200924;Ленинградская обл.
694;260690;BELOGORKA;59.35;30.13300000000001;90.0;19590101;20201118;Ленинградская обл.
695;260720;SHLISSEL'BURG;59.933;31.0;17.0;19590101;20201118;Ленинградская обл.
696;260780;LJUBAN';59.35;31.233;39.0;19480101;20201118;Ленинградская обл.
697;260800;KIRISHI;59.45;32.033;26.0;19831002;20201118;Ленинградская обл.
698;260801;MOTOKHOVO;59.533;32.383;34.0;20091128;20091128;Ленинградская обл.
699;260810;VOLHOV;59.933;32.317;31.0;19590101;19900930;Ленинградская обл.
700;260870;BUDOGOSC;59.317;32.483000000000004;54.0;19550101;20021227;Ленинградская обл.
701;260920;SUGOZERO;59.95;34.2;91.0;19590101;19940930;Ленинградская обл.
702;260940;TIHVIN;59.65;33.55;61.0;19320101;20201118;Ленинградская обл.
703;260990;EFIMOVSKAJA;59.5;34.7;176.0;19590101;20201118;Ленинградская обл.
704;261570;GDOV;58.733000000000004;27.833000000000002;40.0;19361231;20201118;Псковская обл.
705;261590;LYADY;58.617;28.833000000000002;74.1;19590101;19631027;Псковская обл.
706;261610;OS'MINO;59.016999999999996;29.083000000000002;54.0;19590101;20030106;Ленинградская обл.
707;261670;NIKOLAEVSKOE;58.567;29.8;91.0;19550301;20201118;Ленинградская обл.
708;261680;LUGA;58.733000000000004;29.88300000000001;104.0;19460106;19511114;Ленинградская обл.
709;261790;NOVGOROD;58.516999999999996;31.25;24.0;19320101;20201118;Новгородская обл.
710;261840;MALAYA VISHERA;58.85;32.233000000000004;61.0;19880201;20041218;Новгородская обл.
711;261880;VEREB'YE;58.683;32.7;116.0;19590101;19890919;Новгородская обл.
712;261960;HVOJNAJA;58.9;34.533;164.0;19460105;19910423;Новгородская обл.
713;262580;PSKOV;57.784;28.396;46.9;19530216;20201118;Псковская обл.
714;262640;STRUGI KRASNYE;58.266999999999996;29.1;129.0;19590101;19940726;Псковская обл.
715;262680;DNO;57.817;29.95;71.0;19361231;20201118;Псковская обл.
716;262750;STARAYA RUSSA;58.016999999999996;31.316999999999997;25.0;19550101;20201118;Новгородская обл.
717;262830;OKULOVKA;58.367;33.317;176.0;19590101;19940618;Новгородская обл.
718;262850;KRESTCY;58.266999999999996;32.533;63.0;19590101;20201118;Новгородская обл.
719;262890;VALDAJ;57.967;33.233000000000004;219.0;19460102;20010630;Новгородская обл.
720;262910;BOROVICI;58.417;33.9;89.0;19590101;20201118;Новгородская обл.
721;262980;BOLOGOE;57.9;34.03;188.0;19590807;20201118;Тверская обл.
722;263500;PYTALOVO;57.1;27.983;82.0;19590101;19800527;Псковская обл.
723;263550;OSTROV;57.35;28.333000000000002;55.0;19460101;19491231;Псковская обл.
724;263590;PUSKINSKIE GORY;57.016999999999996;28.9;108.0;19590101;20201118;Псковская обл.
725;263780;HOLM;57.15;31.183000000000003;71.0;19460307;20201118;Новгородская обл.
726;263810;DEMJANSK;57.65;32.467;62.0;19590101;20201118;Новгородская обл.
727;263890;OSTASKOV;57.133;33.117;218.0;19590102;20201118;Тверская обл.
728;263930;VYSNIJ VOLOCEK;57.55;34.567;169.0;19320101;20201118;Тверская обл.
729;263980;KUVSINOVO;57.05;34.217;244.0;19890101;19890811;Тверская обл.
730;264560;OPOCHKA;56.717;28.717;99.0;19590101;20201118;Псковская обл.
731;264590;IDRICA;56.317;28.9;139.0;19480101;20030523;Псковская обл.
732;264620;SUSHCHEVO;57.0;29.916999999999998;108.0;19590101;19960513;Псковская обл.
733;264770;VELIKIE LUKI;56.35;30.62;106.0;19320101;20201118;Псковская обл.
734;264780;PSKOV;57.783;28.4;47.0;20040810;20081231;Псковская обл.
735;264790;TOROPEC;56.483000000000004;31.63300000000001;187.0;19631204;20201118;Тверская обл.
736;264870;ZAPADNAJA DVINA;56.266999999999996;32.083;197.0;19631102;20030615;Тверская обл.
737;264980;RZEV;56.266999999999996;34.317;196.0;19320101;19990421;Тверская обл.
738;264990;STARITSA;56.5;34.933;186.0;20010915;20201118;Тверская обл.
739;265100;RYBACHIY;55.15;20.866999999999997;1.0;19330102;19420630;Калининградская обл.
740;265110;DONSKOYE;54.933;19.95;10.0;19401102;19431231;Калининградская обл.
741;265120;PIONERSKIJ;54.95;20.25;7.0;19370401;19431231;Калининградская обл.
742;265650;NEVEL;56.0;29.916999999999998;150.0;19590101;19610816;Псковская обл.
743;265750;VELKZH;55.617;31.2;159.1;19460103;19491231;Смоленская обл.
744;265780;VELIZH;55.617;31.183000000000003;166.0;19590803;20201118;Смоленская обл.
745;265850;BELYJ;55.85;32.95;222.0;19480101;20201118;Тверская обл.
746;265950;SYCHEVKA;55.833;34.283;200.0;19590710;19961012;Смоленская обл.
747;266070;SVETLOGORSK;54.917;20.133;37.0;19590101;19801028;Калининградская обл.
748;266140;SOVETSK;55.083;21.866999999999997;37.0;19330102;19810506;Калининградская обл.
749;266730;DEMIDOV;55.266999999999996;31.517;209.0;19881201;19910506;Смоленская обл.
750;266810;BAL'SHOYE BERESNEVO;55.35;32.317;244.0;19881201;19890328;Смоленская обл.
751;266930;GUTENFELD;54.683;20.65;3.0;19390901;19431231;Калининградская обл.
752;266940;CHKALOVSK;54.75;20.283;3.0;19370802;19431231;Калининградская обл.
753;266950;VJAZ'MA;55.167;34.4;251.0;19460101;20201118;Смоленская обл.
754;266960;PROVEREN;54.766999999999996;20.4;10.0;19380616;19411231;Калининградская обл.
755;266970;BALTIYSK NAVAL;54.617;19.883;6.0;19370202;19431231;Калининградская обл.
756;266980;NIVENSKOYE;54.567;20.6;7.0;19370712;19431231;Калининградская обл.
757;266990;GURYEVSK;54.783;20.616999999999997;6.0;19350502;19431231;Калининградская обл.
758;267010;BALTIJSK;54.667;19.967;2.0;19590101;20020526;Калининградская обл.
759;267020;KHRABROVO;54.89;20.593000000000004;13.1;19280101;20201118;Калининградская обл.
760;267040;MAMONOVO;54.467;19.95;23.0;19590101;19740818;Калининградская обл.
761;267050;BAGRATIONOVSK;54.4;20.633000000000006;55.0;19590102;19631231;Калининградская обл.
762;267060;ZELEZNODOROZNY;54.383;21.316999999999997;49.0;19590101;19710630;Калининградская обл.
763;267110;CHERNYAHOVSK;54.633;21.8;31.1;19590101;20180228;Калининградская обл.
764;267840;POCHINOK;54.417;32.433;201.0;19881201;20201118;Смоленская обл.
765;267950;SPAS-DEMENSK;54.417;34.016999999999996;238.0;19590101;20201118;Калужская обл.
766;268820;ROSLAVL';53.933;32.833;224.0;19460102;20201118;Смоленская обл.
767;268940;ZUKOVKA;53.533;33.75;177.0;19320102;20201118;Брянская обл.
768;268980;BRYANSK;53.214;34.176;202.1;19361231;20201118;Брянская обл.
769;269760;KRASNAJA GORA;53.016999999999996;31.6;148.0;19530217;20201118;Брянская обл.
770;269860;POCHEP;52.933;33.45;157.0;19591219;19630630;Брянская обл.
771;269870;KLINCY;52.766999999999996;32.283;182.0;19600121;19811205;Брянская обл.
772;269970;TRUBCHEVSK;52.583;33.766999999999996;178.0;19550101;20201118;Брянская обл.
773;270030;BORISOVO-SUDSKOYE;59.9;36.016999999999996;177.0;19590101;20020415;Вологодская обл.
774;270080;BABAEVO;59.4;35.9;137.0;19361231;20201118;Вологодская обл.
775;270200;YARSHEVO;59.95;38.6;120.4;20120328;20180226;Вологодская обл.
776;270260;KOROBOVO;59.6;39.167;133.0;19590101;20180227;Вологодская обл.
777;270370;VOLOGDA;59.233000000000004;39.867;131.0;19320101;20201118;Вологодская обл.
778;270440;CUCKOVO;59.583;41.25;197.0;19590101;19751223;Вологодская обл.
779;270510;TOTMA;59.967;42.766999999999996;134.0;19361231;20201118;Вологодская обл.
780;270660;NIKOL'SK;59.533;45.467;143.0;19480101;20201118;Вологодская обл.
781;270830;OPARINO;59.85;48.283;180.0;19480101;20201118;Кировская обл.
782;270950;LETKA;59.6;49.433;168.0;19610801;20030401;Коми
783;270970;MURASI;59.383;48.983000000000004;213.0;19730101;20050801;Кировская обл.
784;271060;USTYUZHNA;58.85;36.433;125.0;19590101;20201118;Вологодская обл.
785;271080;OHONY;58.567;35.633;145.0;19590101;20201118;Новгородская обл.
786;271130;CHEREPOVEC;59.266999999999996;38.016999999999996;114.0;19550301;20201118;Вологодская обл.
787;271430;SOLIGALIC;59.083;42.283;142.0;19590101;19840514;Костромская обл.
788;271640;KOLOGRIV;58.817;44.317;151.2;19590103;20201118;Костромская обл.
789;271740;PISCUG;58.883;45.717;150.0;19730106;19750723;Костромская обл.
790;271760;VOHMA;58.933;46.766999999999996;159.2;20120229;20201118;Костромская обл.
791;271850;DAROVSKOJ;58.783;47.983000000000004;146.0;19600116;20041206;Кировская обл.
792;271960;KIROV;58.65;49.617;147.0;19320101;20021211;Кировская обл.
793;271990;KIROV;58.567;49.567;158.0;19940802;20201118;Кировская обл.
794;272080;MAKSATIKHA;57.8;35.883;142.0;19881201;20201118;Тверская обл.
795;272120;KES'MA;58.4;37.067;183.0;19881201;19891216;Тверская обл.
796;272150;KRASNYY KHOLM;58.033;37.1;166.6;19881201;20201118;Тверская обл.
797;272170;BEZECK;57.8;36.7;147.0;19590101;20010306;Тверская обл.
798;272230;POSHEHON'E;58.483000000000004;39.133;117.8;20120229;20201118;Ярославская обл.
799;272250;RYBINSK;58.1;38.683;105.0;19360101;20201118;Ярославская обл.
800;272255;TUNOSHNA;57.56100000000001;40.157;87.5;20120504;20201118;Ярославская обл.
801;272420;BUJ;58.483000000000004;41.533;103.0;19460102;20201118;Костромская обл.
802;272520;NIKOLO-POLOMA;58.35;43.383;150.0;19590101;20201118;Костромская обл.
803;272590;MAKARYEV;57.883;43.8;119.0;19590102;19631222;Костромская обл.
804;272710;SAR'JA;58.367;45.533;125.0;19361231;20201118;Костромская обл.
805;272770;VETLUGA;57.85;45.766999999999996;136.0;19590101;20201118;Нижегородская обл.
806;272810;SABALINO;58.3;47.117;166.0;19590101;20030302;Кировская обл.
807;272830;KOTEL'NIC;58.3;48.35;127.0;19840511;20201118;Кировская обл.
808;272960;KUMENY;58.1;49.917;177.1;19590814;20201118;Кировская обл.
809;273050;RAMESHKL;57.35;36.05;155.0;19881201;19890617;Тверская обл.
810;273160;KASIN;57.35;37.583;138.0;19590101;20201118;Тверская обл.
811;273210;UGLIC;57.5;38.3;122.0;19320101;20201118;Ярославская обл.
812;273290;ROSTOV;57.2;39.417;101.0;19460401;20201118;Ярославская обл.
813;273310;JAROSLAVL';57.633;39.75;129.0;19690101;19800119;Ярославская обл.
814;273330;KOSTROMA;57.733000000000004;40.783;126.0;19590101;20201118;Костромская обл.
815;273460;KINESHMA;57.417;42.183;128.0;19840511;19840513;Ивановская обл.
816;273470;IVANOVO;56.95;40.967;126.0;19361231;20201118;Ивановская обл.
817;273490;LUKH;57.016999999999996;42.266999999999996;150.0;19590101;19840514;Ивановская обл.
818;273550;JUR'EVEC;57.333;43.117;132.0;19550301;20201118;Ивановская обл.
819;273690;KRASNYE BAKI;57.133;45.167;110.0;19570701;20201118;Нижегородская обл.
820;273700;ARYA;57.5;45.967;130.0;20010808;20010808;Нижегородская обл.
821;273730;SAKUN'JA;57.667;46.633;175.0;19550301;20201118;Нижегородская обл.
822;273930;NOLINSK;57.55;49.95;136.0;19550701;20201118;Кировская обл.
823;274010;MEDNOYE;56.933;35.48300000000001;140.0;19590927;20030723;Тверская обл.
824;274020;TVER';56.883;35.867;137.0;19460101;20201118;Тверская обл.
825;274120;SAVELOVO;56.867;37.383;124.0;19640401;20030810;Тверская обл.
826;274170;KLIN;56.35;36.75;167.0;19840511;20201118;Московская обл.
827;274190;DMITROV;56.333;37.516999999999996;158.0;19590809;19630505;Московская обл.
828;274280;ALEKSANDROV;56.4;38.75;185.0;19590101;19781020;Владимирская обл.
829;274530;GORODEC;56.683;43.433;103.0;19840511;20201118;Нижегородская обл.
830;274550;PUREKH;56.65;43.05;115.8;19590101;19631231;Нижегородская обл.
831;274590;STRIGINO;56.23;43.784;78.0;19940802;20201118;Нижегородская обл.
832;274620;SEMENOV;56.733000000000004;44.516999999999996;118.0;19590101;19631229;Нижегородская обл.
833;274790;KOZ'MODEM'JANSK;56.333;46.583;107.0;19550301;20201118;Марий Эл
834;274800;SANCURSK;56.983000000000004;47.317;103.0;19590101;19960317;Кировская обл.
835;274850;JOSHKAR-OLA;56.633;47.766999999999996;106.0;19590101;20201118;Марий Эл
836;274910;NOVYJ TOR'JAL;57.0;48.733000000000004;143.0;19730104;20201118;Марий Эл
837;274980;MORKI;56.467;49.0;130.0;19590101;19840519;Марий Эл
838;275020;VOLOKOLAMSK;56.016999999999996;35.933;198.0;19590101;19800604;Московская обл.
839;275070;GAGARIN;55.516999999999996;35.033;194.0;19590101;20201118;Смоленская обл.
840;275090;MOZAJSK;55.516999999999996;36.0;185.0;19460307;20031027;Московская обл.
841;275110;NOVO-JERUSALIM;55.9;36.817;162.0;19590102;20201118;Московская обл.
842;275155;SHEREMETYEVO;55.973;37.415;189.6;19730101;20201118;Московская обл.
843;275185;VNUKOVO;55.592;37.260999999999996;208.8;19730101;20201118;Москва
844;275195;RYZAN/DYAGILEVO;55.65;39.567;131.0;19770803;19830706;Московская обл.
845;275230;PAVLOVSKIJ POSAD;55.766999999999996;38.683;135.0;19590101;20201118;Московская обл.
846;275243;MOSCOW/MONINO;55.833;38.167;-999.0;19830206;19831102;Московская обл.
847;275280;KUROVSKOYE SOUTH;55.533;38.95;133.0;19600128;19620222;Московская обл.
848;275320;VLADIMIR;56.117;40.35;172.0;19460307;20201118;Владимирская обл.
849;275390;GUS'-HRUSTAL'NYJ;55.6;40.65;136.0;19590101;20201118;Владимирская обл.
850;275490;MUROM;55.6;42.033;119.0;20011119;20030228;Владимирская обл.
851;275530;GOR'KIJ;56.217;43.817;82.0;19320101;19951120;Нижегородская обл.
852;275550;PAVLOVO;55.967;43.083;100.0;19590101;20020605;Нижегородская обл.
853;275630;LYSKOVO;56.05;45.067;93.0;19840506;19840514;Нижегородская обл.
854;275740;KURMYS;55.833;46.067;82.0;19590101;19631005;Нижегородская обл.
855;275770;SERGAC;55.533;45.5;125.0;19640303;20201118;Нижегородская обл.
856;275810;CEBOKSARY;56.083;47.333;163.0;19590101;19780801;Чувашия
857;275870;KANAS;55.516999999999996;47.467;183.0;19590101;19840514;Чувашия
858;275930;ARSK;56.083;49.867;157.0;19620112;20201118;Татарстан
859;275950;KAZAN;55.606;49.278999999999996;126.2;19320101;20201118;Татарстан
860;276040;IZNOSKI;54.983000000000004;35.317;213.0;19881201;19891030;Калужская обл.
861;276060;MALOJAROSLAVEC;55.016999999999996;36.483000000000004;197.0;19600116;20201118;Калужская обл.
862;276070;BEGISHEVO;55.565;52.093;196.0;20040810;20201118;Татарстан
863;276110;NARO-FOMINSK;55.383;36.7;193.0;19590101;20201118;Московская обл.
864;276120;MOSKVA VDNH (DOLGOPRUDNYJ);55.833;37.617;200.0;19320101;20201118;Москва
865;276180;SERPUHOV;54.933;37.467;166.0;19590101;20030626;Московская обл.
866;276230;YEGORYEVSK;55.383;39.033;143.0;19630601;19630630;Московская обл.
867;276250;KOLOMNA;55.133;38.733000000000004;114.0;19590101;20040813;Московская обл.
868;276270;KASIRA;54.833;38.15;221.0;19590823;20201118;Московская обл.
869;276430;VYKSA;55.333;42.117;114.0;19590101;20201118;Нижегородская обл.
870;276480;ELAT'MA;54.95;41.766999999999996;136.0;19320101;20201118;Рязанская обл.
871;276530;ARZAMAS;55.367;43.783;127.0;19590101;20201118;Нижегородская обл.
872;276650;LUKOJANOV;55.033;44.5;219.0;19460309;20201118;Нижегородская обл.
873;276750;PORETSKOE;55.183;46.333;136.0;20090128;20201118;Чувашия
874;276790;ALATYR';54.817;46.583;180.0;19361231;20201118;Чувашия
875;276830;BOLSHIYE KAYBITSY;55.417;48.25;127.0;19740820;19870705;Татарстан
876;276930;LAISEVO;55.433;49.533;61.0;19621011;19870517;Татарстан
877;276970;TETYUSHI;54.933;48.783;156.0;19620414;20201118;Татарстан
